task_id,artifact_scope,requested_model,requested_effort,observed_model,observed_effort,evidence_path,evidence_strength,downgrade,verdict
P4-SCORER-B,"adjudication/screening: Fable gate/score attempt for longlist ideas 34-65; session 4 interrupted; FAILED with no output; superseded by S1-S4 split","claude-fable-5",xhigh,"claude-fable-5 (sidechain before interruption: 71 fable records, 0 sonnet, parent toolu_01NmXmrNjvaP4nAKr3UrVowL); no output artifact produced","NOT_RECORDED","sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 230/234); sources/old06/98_RUN_LOGS/claude_20260712_171240.jsonl (dispatch line 11643)",strong_runtime_sidechain,none_recorded,PARTIAL_PROVENANCE
P4-SCORER-S1,"adjudication/screening: Fable gate/score retry, longlist ideas 1-17; produced P4_SCORES_S1.json (preserved in sources/old06/98_RUN_LOGS/CHATGPT_HANDOFF_BACKUP_20260713_220541/ and later corrected by ChatGPT global calibration); routing log has started entry only (session ended before completion logging)","claude-fable-5",xhigh,"claude-fable-5 (session-5 sidechain: 66 fable records, 0 sonnet in entire session, parent toolu_01EX1n2VW4DiEdiiJpPpHvfL)","NOT_RECORDED","sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (line 235); sources/old06/98_RUN_LOGS/claude_20260713_090735.jsonl (dispatch line 176); sources/old06/98_RUN_LOGS/CHATGPT_HANDOFF_BACKUP_20260713_220541/P4_SCORES_S1.json",strong_runtime_sidechain,none_recorded,PARTIAL_PROVENANCE
P4-SCORER-S2,"adjudication/screening: Fable gate/score retry, ideas 18-33; output P4_SCORES_S2.json left MALFORMED (unparseable APPEND sentinel; preserved in handoff backup, SHA-256 27EAC27E... per continuation log); fully regenerated later by ChatGPT continuation","claude-fable-5",xhigh,"claude-fable-5 (session-5 sidechain: 36 fable records, 0 sonnet, parent toolu_01QBoFbByJcFwX78qdaPecfs); output unusable","NOT_RECORDED","sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (line 236); sources/old06/98_RUN_LOGS/claude_20260713_090735.jsonl (dispatch line 190); sources/old06/98_RUN_LOGS/CHATGPT_HANDOFF_BACKUP_20260713_220541/P4_SCORES_S2.json; sources/old06/98_RUN_LOGS/CHATGPT_CONTINUATION_LOG.md",strong_runtime_sidechain,none_recorded,PARTIAL_PROVENANCE
P4-SCORER-S3,"adjudication/screening: Fable gate/score retry, ideas 34-49; produced P4_SCORES_S3.json (preserved in handoff backup; later corrected by ChatGPT global calibration)","claude-fable-5",xhigh,"claude-fable-5 (session-5 sidechain: 36 fable records, 0 sonnet, parent toolu_01Akx5TXbGf4Ry3s6Bj3Pwef)","NOT_RECORDED","sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (line 237); sources/old06/98_RUN_LOGS/claude_20260713_090735.jsonl (dispatch line 211); sources/old06/98_RUN_LOGS/CHATGPT_HANDOFF_BACKUP_20260713_220541/P4_SCORES_S3.json",strong_runtime_sidechain,none_recorded,PARTIAL_PROVENANCE
P4-SCORER-S4,"adjudication/screening: Fable gate/score retry, ideas 50-65; ran on Fable but NO output file was ever written (continuation checkpoint: no S4 output exists); S4 scoring fully generated later by ChatGPT continuation","claude-fable-5",xhigh,"claude-fable-5 (session-5 sidechain: 53 fable records, 0 sonnet, parent toolu_016C9dQeECGNDKr4rN88gzrD); no artifact","NOT_RECORDED","sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (line 238); sources/old06/98_RUN_LOGS/claude_20260713_090735.jsonl (dispatch line 246); sources/old06/98_RUN_LOGS/CHATGPT_CONTINUATION_LOG.md",strong_runtime_sidechain,none_recorded,PARTIAL_PROVENANCE
CHATGPT-CHECKPOINT-DIAGNOSIS,"support/infra: continuation checkpoint verification + preservation of malformed S2 into CHATGPT_HANDOFF_BACKUP_20260713_220541/; executed in the ChatGPT continuation, not a Claude session","GPT-5.6 Sol (continuation prompt requested Extra-High-or-higher critical route)","not logged (routing entry effort=unknown; runtime does not expose model/effort per continuation log)","UNKNOWN (actual_model=unknown; no runtime transcript of the continuation exists in the corpus; affirmatively NOT a Claude/Fable run)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (line 239); sources/old06/98_RUN_LOGS/CHATGPT_CONTINUATION_LOG.md (22:05:41 section); sources/old06/98_RUN_LOGS/CHATGPT_HANDOFF_BACKUP_20260713_220541/P4_SCORES_S2.json",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P4-S2-REGEN,"adjudication/screening: full independent regeneration of the 16-idea S2 gate/score batch (first attempt failed on unscored eliminated records; bounded retry completed); outputs sources/old06/30_SCREENING/SCORECARDS/P4_SCORES_S2_REGENERATED.json and canonical P4_SCORES_S2.json/.md","GPT-5.6 Sol","not logged (unknown)","UNKNOWN (actual_model=unknown; no runtime transcript)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 240/249/250/251); sources/old06/98_RUN_LOGS/CHATGPT_CONTINUATION_LOG.md; sources/old06/30_SCREENING/SCORECARDS/P4_SCORES_S2_REGENERATED.json",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P4-S4-SCORE,"adjudication/screening: full 16-idea S4 gate/score generation (first attempt failed; retry completed); outputs P4_SCORES_S4_GENERATED.json and canonical P4_SCORES_S4.json/.md","GPT-5.6 Sol","not logged (unknown)","UNKNOWN (actual_model=unknown; no runtime transcript)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 241/243/244/248); sources/old06/30_SCREENING/SCORECARDS/P4_SCORES_S4_GENERATED.json; sources/old06/30_SCREENING/SCORECARDS/P4_SCORES_S4.json",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P4-VALIDATOR,"support/mechanical within scoring family: deterministic P4 validator construction (first version failed spec; retry completed); output sources/old06/tools/validate_p4.py.source.txt","GPT-5.6 Luna","not logged (unknown)","UNKNOWN (actual_model=unknown; no runtime transcript)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 242/245/246/247); sources/old06/tools/validate_p4.py.source.txt",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P4-GLOBAL-CALIBRATION,"adjudication/screening: separate 65-idea global gate/score/citation calibration with full rescoring; outputs P4_SCORES_ALL_PROPOSED.json + P4_GLOBAL_CALIBRATION_LOG.md","GPT-5.6 Sol","not logged (unknown)","UNKNOWN (actual_model=unknown; no runtime transcript)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 252/255); sources/old06/30_SCREENING/SCORECARDS/P4_SCORES_ALL_PROPOSED.json; sources/old06/30_SCREENING/SCORECARDS/P4_GLOBAL_CALIBRATION_LOG.md",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P4-CITATION-REPAIR-AUDIT,"adjudication/screening: deterministic mapping of 107 validator failures into 72 repairs; output P4_VALIDATION_REPAIR_PLAN.json","GPT-5.6 Luna","not logged (unknown)","UNKNOWN (actual_model=unknown; no runtime transcript)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 253/256); sources/old06/30_SCREENING/SCORECARDS/P4_VALIDATION_REPAIR_PLAN.json",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P4-CROSSBATCH-AUDIT,"adjudication/screening: independent cross-batch substantive review of all 65 ideas; output P4_GLOBAL_INDEPENDENT_AUDIT.md","GPT-5.6 Sol","not logged (unknown)","UNKNOWN (actual_model=unknown; no runtime transcript)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 254/257); sources/old06/30_SCREENING/SCORECARDS/P4_GLOBAL_INDEPENDENT_AUDIT.md",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P4-MAIN-ADJUDICATION,"adjudication/screening: main critical adjudication promoting the authoritative 65-idea scoring (30 survivors/35 eliminated); outputs P4_SCORES_ALL.json/.md","GPT-5.6 Sol","not logged (unknown)","UNKNOWN (actual_model=unknown; no runtime transcript)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (line 258, complete-only entry); sources/old06/30_SCREENING/SCORECARDS/P4_SCORES_ALL.json; sources/old06/05_STATE/PROGRESS_LOG.md (line 27)",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P5P8-VALIDATOR-TOOLING,"support/mechanical: construction of the P5/P6/P7/P8 validators (validate_p5_redteams/p5_selection/deep_dives/final_portfolio/mission) during the continuation; NOT individually logged in the routing log (narrated in the continuation log only)","not individually logged (continuation main agent or subagents; Claude-only policy route not used)",not logged,"UNKNOWN (no runtime record; affirmatively continuation-side work)",UNKNOWN,"sources/old06/98_RUN_LOGS/CHATGPT_CONTINUATION_LOG.md (23:16:53 section: validators added); sources/old06/tools/validate_p5_selection.py.source.txt; sources/old06/tools/validate_p5_redteams.py.source.txt; sources/old06/tools/validate_deep_dives.py.source.txt; sources/old06/tools/validate_final_portfolio.py.source.txt; sources/old06/tools/validate_mission.py.source.txt",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P5-REDTEAM-G01,"adjudication/screening: adversarial red-team dossier for D-02/G-03/D-13/F-06/A-13; output sources/old06/30_SCREENING/REDTEAM/P5_RT_G01.md","GPT-5.6 Terra","not logged (unknown; continuation log says requested Terra/High)","UNKNOWN (actual_model=unknown; no runtime transcript)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 259/266); sources/old06/30_SCREENING/REDTEAM/P5_RT_G01.md",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P5-REDTEAM-G02,"adjudication/screening: red-team dossier C-22/C-01/B-01/D-19/F-12; output P5_RT_G02.md","GPT-5.6 Terra","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 260/264); sources/old06/30_SCREENING/REDTEAM/P5_RT_G02.md",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P5-REDTEAM-G03,"adjudication/screening: red-team dossier A-14/G-01/C-08/E-02/D-16; output P5_RT_G03.md","GPT-5.6 Terra","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 261/262); sources/old06/30_SCREENING/REDTEAM/P5_RT_G03.md",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P5-REDTEAM-G04,"adjudication/screening: red-team dossier F-01/E-04/A-10/F-23/A-02; output P5_RT_G04.md","GPT-5.6 Terra","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 263/268); sources/old06/30_SCREENING/REDTEAM/P5_RT_G04.md",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P5-REDTEAM-G05,"adjudication/screening: red-team dossier D-01/C-13/C-04/D-12/A-21; output P5_RT_G05.md","GPT-5.6 Terra","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 265/270); sources/old06/30_SCREENING/REDTEAM/P5_RT_G05.md",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P5-REDTEAM-G06,"adjudication/screening: red-team dossier E-14/A-05/A-22/F-02/F-03; output P5_RT_G06.md","GPT-5.6 Terra","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 267/272); sources/old06/30_SCREENING/REDTEAM/P5_RT_G06.md",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P5-CHINA-G7-REPAIR,"adjudication/screening: strict review of China-capable candidates for final-24 geography feasibility; output P5_CHINA_G7_REPAIR_PROPOSAL.json","GPT-5.6 Sol","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 269/276); sources/old06/30_SCREENING/P5_CHINA_G7_REPAIR_PROPOSAL.json",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P5-CHEAP-EXPERIMENT-REPAIR,"adjudication/screening: cross-portfolio decisive sub-$100k experiment redesign/audit (34 ideas); output P5_CHEAP_EXPERIMENT_PROPOSAL.json","GPT-5.6 Sol","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 271/278); sources/old06/30_SCREENING/P5_CHEAP_EXPERIMENT_PROPOSAL.json",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P5-PORTFOLIO-CONSTRAINT-SOLVER,"adjudication/screening: exact-constraint synthesis of feasible final24/top10; output P5_PORTFOLIO_SOLVER_PROPOSAL.json","GPT-5.6 Sol","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 273/274); sources/old06/30_SCREENING/P5_PORTFOLIO_SOLVER_PROPOSAL.json",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P5-CN-DEFICIENCY-REGENERATION,"later-phase idea generation: bounded China deficiency repair proposing reinstatements C-09/F-16 with 11 new records; output P5_CN_DEFICIENCY_REGEN_PROPOSAL.json","GPT-5.6 Sol","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 275/280); sources/old06/30_SCREENING/P5_CN_DEFICIENCY_REGEN_PROPOSAL.json",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P5-LITERAL-GATE-ADJUDICATION,"adjudication/screening: literal G1/G4/G6/G7 adjudication of all 30 survivors vs red-team strictness; output P5_LITERAL_GATE_ADJUDICATION_PROPOSAL.json","GPT-5.6 Sol","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 277/282); sources/old06/30_SCREENING/P5_LITERAL_GATE_ADJUDICATION_PROPOSAL.json",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P5-SOURCE-QUOTA-MAP,"adjudication/screening: accepted-ledger 12/5/3 source-quota mapping for 30 survivors + 7 repair candidates; output P5_SOURCE_QUOTA_MAP_PROPOSAL.json","GPT-5.6 Terra","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 279/286); sources/old06/30_SCREENING/P5_SOURCE_QUOTA_MAP_PROPOSAL.json",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P5-REVIVAL-REDTEAM,"adjudication/screening: fresh adversarial review rejecting proposed reinstatements C-09/F-16; output sources/old06/30_SCREENING/REDTEAM/P5_RT_REVIVALS.md","GPT-5.6 Sol","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 281/284); sources/old06/30_SCREENING/REDTEAM/P5_RT_REVIVALS.md",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P5-G7-CN-REQUIRED-REPAIR,"adjudication/screening: G7 timing/China-route repair for eight required China-countable survivors incl F-12 G4 test; output P5_G7_CN_REQUIRED_REPAIR_PROPOSAL.json","GPT-5.6 Sol","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 283/288); sources/old06/30_SCREENING/P5_G7_CN_REQUIRED_REPAIR_PROPOSAL.json",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P5-CN-REGEN-ROUND2,"later-phase idea generation: four new China-native supplemental candidates (CN-01..CN-04, incl the eventually selected P5R2-CN-01); output P5_CN_REGEN_ROUND2_PROPOSAL.json + P5_SUPPLEMENTAL_CANDIDATES.json","GPT-5.6 Sol","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 285/291); sources/old06/30_SCREENING/P5_CN_REGEN_ROUND2_PROPOSAL.json; sources/old06/30_SCREENING/P5_SUPPLEMENTAL_CANDIDATES.json",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P5-G7-NONCN-REPAIR,"adjudication/screening: non-China timing repair review of five candidates (only E-04 repaired); output P5_G7_NONCN_REPAIR_PROPOSAL.json","GPT-5.6 Sol","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 287/290); sources/old06/30_SCREENING/P5_G7_NONCN_REPAIR_PROPOSAL.json",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P5-US-SCIENTIFIC-SUPPLEMENT,"later-phase idea generation: two US scientific-big-physics supplement candidates (EIC timing, SRF control); output P5_US_SCIENTIFIC_SUPPLEMENT_PROPOSAL.json","GPT-5.6 Sol","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 289/297); sources/old06/30_SCREENING/P5_US_SCIENTIFIC_SUPPLEMENT_PROPOSAL.json",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P5-CN-ROUND2-REDTEAM,"adjudication/screening: fresh red team of four round-two China candidates (CN-01 reinstated, CN-03 held, CN-02/CN-04 killed); output sources/old06/30_SCREENING/REDTEAM/P5_RT_CN_ROUND2.md","GPT-5.6 Sol","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 292/294); sources/old06/30_SCREENING/REDTEAM/P5_RT_CN_ROUND2.md",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P5-CN-ROUND2-SOURCE-QUOTA,"adjudication/screening: 12/5/3 source mapping for the four round-two China candidates; output P5_CN_ROUND2_SOURCE_QUOTA_PROPOSAL.json","GPT-5.6 Terra","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 293/296); sources/old06/30_SCREENING/P5_CN_ROUND2_SOURCE_QUOTA_PROPOSAL.json",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P5-CN03-G1-REPAIR,"adjudication/screening: bounded exact-buyer G1 repair for CN-03; output P5_CN03_G1_REPAIR_PROPOSAL.json","GPT-5.6 Sol","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 295/299); sources/old06/30_SCREENING/P5_CN03_G1_REPAIR_PROPOSAL.json",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P5-US-SCIENTIFIC-REDTEAM,"adjudication/screening: fresh red team of the two US scientific supplements (one kill, one hold); output sources/old06/30_SCREENING/REDTEAM/P5_RT_US_SCIENTIFIC.md","GPT-5.6 Sol","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 298/300); sources/old06/30_SCREENING/REDTEAM/P5_RT_US_SCIENTIFIC.md",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P5-US-SCIENTIFIC-REGEN2,"later-phase idea generation: replacement search producing diamond transmission-dynode module (became P5-USSCI2-S01) and PPPL liquid-metal flowmeter; output P5_US_SCIENTIFIC_REGEN2_PROPOSAL.json","GPT-5.6 Sol","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 301/304); sources/old06/30_SCREENING/P5_US_SCIENTIFIC_REGEN2_PROPOSAL.json",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P5-US-SCIENTIFIC-REGEN3,"later-phase idea generation: one-candidate backup search (polarimetry); INTERRUPTED after its candidate was shown to miss the 2030 window; no selection credit; output P5_US_SCIENTIFIC_REGEN3_PROPOSAL.json","GPT-5.6 Sol","not logged (unknown)","UNKNOWN (actual_model=unknown; status=interrupted)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 302/306); sources/old06/30_SCREENING/P5_US_SCIENTIFIC_REGEN3_PROPOSAL.json",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P5-US-SCIENTIFIC-FINAL-REDTEAM,"adjudication/screening: fresh comparison of three scientific candidates, selecting only the diamond transmission-dynode cartridge at 58.2; outputs sources/old06/30_SCREENING/REDTEAM/P5_RT_US_SCIENTIFIC_FINAL.md + P5_US_SCIENTIFIC_FINAL_ADJUDICATION_PROPOSAL.json","GPT-5.6 Sol","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 303/305); sources/old06/30_SCREENING/REDTEAM/P5_RT_US_SCIENTIFIC_FINAL.md; sources/old06/30_SCREENING/P5_US_SCIENTIFIC_FINAL_ADJUDICATION_PROPOSAL.json",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P5-SELECTION,"adjudication/screening: final-24/top-10 freeze; outputs sources/old06/30_SCREENING/SELECTION.md + P5_SELECTION.json + P5_ADJUDICATION.md/.json","GPT-5.6 Sol","not logged (unknown)","UNKNOWN (actual_model=unknown; complete-only entry)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (line 307); sources/old06/30_SCREENING/SELECTION.md; sources/old06/30_SCREENING/P5_SELECTION.json",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P6-DD-P3R2-D-02,"later Folder 06 artifact: deep dive sources/old06/40_DEEP_DIVES/DD_P3R2_D_02.md (present; no internal model lineage marker); folder note _about.md falsely claims Ten Fable/xhigh reports","GPT-5.6 Terra","not logged (unknown)","UNKNOWN (actual_model=unknown; no runtime transcript; affirmatively NOT logged as a Fable run)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 308/313); sources/old06/40_DEEP_DIVES/DD_P3R2_D_02.md; sources/old06/40_DEEP_DIVES/_about.md (contradicted claim); sources/old06/98_RUN_LOGS/CHATGPT_CONTINUATION_LOG.md (P6 COMPLETE section)",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P6-DD-P3R2-C-22,"later Folder 06 artifact: deep dive DD_P3R2_C_22.md (present; no lineage marker)","GPT-5.6 Terra","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 309/311); sources/old06/40_DEEP_DIVES/DD_P3R2_C_22.md; sources/old06/40_DEEP_DIVES/_about.md (contradicted claim)",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P6-DD-P3R2-D-01,"later Folder 06 artifact: deep dive DD_P3R2_D_01.md (present)","GPT-5.6 Terra","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 310/314); sources/old06/40_DEEP_DIVES/DD_P3R2_D_01.md",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P6-GEOGRAPHY,"later Folder 06 artifact: full US/China geography brief covering 24 ideas; output sources/old06/50_GEOGRAPHY/GEOGRAPHY_BRIEF.md","GPT-5.6 Terra","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 312/319); sources/old06/50_GEOGRAPHY/GEOGRAPHY_BRIEF.md",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P6-DD-P3R2-F-01,"later Folder 06 artifact: deep dive DD_P3R2_F_01.md (present)","GPT-5.6 Terra","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 315/317); sources/old06/40_DEEP_DIVES/DD_P3R2_F_01.md",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P6-DD-P3R2-C-01,"later Folder 06 artifact: deep dive DD_P3R2_C_01.md (present)","GPT-5.6 Terra","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 316/318); sources/old06/40_DEEP_DIVES/DD_P3R2_C_01.md",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P6-DD-P5-USSCI2-S01,"later Folder 06 artifact: deep dive DD_P5_USSCI2_S01.md (present; idea itself was continuation-generated in P5)","GPT-5.6 Terra","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 320/323); sources/old06/40_DEEP_DIVES/DD_P5_USSCI2_S01.md",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P6-DD-P3R2-E-14,"later Folder 06 artifact: deep dive DD_P3R2_E_14.md (present)","GPT-5.6 Terra","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 321/324); sources/old06/40_DEEP_DIVES/DD_P3R2_E_14.md",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P6-DD-P5R2-CN-01,"later Folder 06 artifact: deep dive DD_P5R2_CN_01.md (present; idea itself was continuation-generated in P5)","GPT-5.6 Terra","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 322/327); sources/old06/40_DEEP_DIVES/DD_P5R2_CN_01.md",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P6-DD-P3R2-A-14,"later Folder 06 artifact: deep dive DD_P3R2_A_14.md (present)","GPT-5.6 Terra","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 325/328); sources/old06/40_DEEP_DIVES/DD_P3R2_A_14.md",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
CHATGPT-P6-DD-P3R2-C-13,"later Folder 06 artifact: final deep dive DD_P3R2_C_13.md (present)","GPT-5.6 Terra","not logged (unknown)","UNKNOWN (actual_model=unknown)",UNKNOWN,"sources/old06/98_RUN_LOGS/MODEL_ROUTING_LOG.jsonl (lines 326/329); sources/old06/40_DEEP_DIVES/DD_P3R2_C_13.md",continuation_request_only,route_substitution_vs_policy,CONTRADICTED
