original_archive_path,fixed_archive_path
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/_history/r0/logs/run_2026-07-24_170610_693/10a_literature_gan/attempt_2_new/stream.jsonl,P/01/06/_history/r0/logs/run_2026-07-24_170610_693/10a_literature_gan/attempt_2_new/stream.jsonl
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/_history/r0/logs/run_2026-07-24_170610_693/10a_literature_gan/attempt_1_new/,P/01/06/_history/r0/logs/run_2026-07-24_170610_693/10a_literature_gan/attempt_1_new/
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/_history/r0/logs/run_2026-07-24_170610_693/10a_literature_gan/attempt_1_new/stderr.txt,P/01/06/_history/r0/logs/run_2026-07-24_170610_693/10a_literature_gan/attempt_1_new/stderr.txt
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/_history/r0/logs/run_2026-07-24_170610_693/10a_literature_gan/attempt_1_new/prompt.md,P/01/06/_history/r0/logs/run_2026-07-24_170610_693/10a_literature_gan/attempt_1_new/prompt.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/_history/r0/logs/run_2026-07-24_170610_693/10a_literature_gan/attempt_1_new/claude_arguments.json,P/01/06/_history/r0/logs/run_2026-07-24_170610_693/10a_literature_gan/attempt_1_new/claude_arguments.json
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/_history/r0/logs/run_2026-07-24_170610_693/10a_literature_gan/attempt_1_new/stream.jsonl,P/01/06/_history/r0/logs/run_2026-07-24_170610_693/10a_literature_gan/attempt_1_new/stream.jsonl
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/_history/r0/logs/run_2026-07-24_170610_693/00_inventory/,P/01/06/_history/r0/logs/run_2026-07-24_170610_693/00_inventory/
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/_history/r0/logs/run_2026-07-24_170610_693/00_inventory/attempt_1_new/,P/01/06/_history/r0/logs/run_2026-07-24_170610_693/00_inventory/attempt_1_new/
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/_history/r0/logs/run_2026-07-24_170610_693/00_inventory/attempt_1_new/stderr.txt,P/01/06/_history/r0/logs/run_2026-07-24_170610_693/00_inventory/attempt_1_new/stderr.txt
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/_history/r0/logs/run_2026-07-24_170610_693/00_inventory/attempt_1_new/prompt.md,P/01/06/_history/r0/logs/run_2026-07-24_170610_693/00_inventory/attempt_1_new/prompt.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/_history/r0/logs/run_2026-07-24_170610_693/00_inventory/attempt_1_new/claude_arguments.json,P/01/06/_history/r0/logs/run_2026-07-24_170610_693/00_inventory/attempt_1_new/claude_arguments.json
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/_history/r0/logs/run_2026-07-24_170610_693/00_inventory/attempt_1_new/stream.jsonl,P/01/06/_history/r0/logs/run_2026-07-24_170610_693/00_inventory/attempt_1_new/stream.jsonl
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/_history/r0/logs/claude_model_connection_test/,P/01/06/_history/r0/logs/claude_model_connection_test/
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/_history/r0/logs/claude_model_connection_test/fable/,P/01/06/_history/r0/logs/claude_model_connection_test/fable/
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/_history/r0/logs/claude_model_connection_test/fable/stderr.txt,P/01/06/_history/r0/logs/claude_model_connection_test/fable/stderr.txt
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/_history/r0/logs/claude_model_connection_test/fable/prompt.txt,P/01/06/_history/r0/logs/claude_model_connection_test/fable/prompt.txt
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/_history/r0/logs/claude_model_connection_test/fable/claude_arguments.json,P/01/06/_history/r0/logs/claude_model_connection_test/fable/claude_arguments.json
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/_history/r0/logs/claude_model_connection_test/fable/stream.jsonl,P/01/06/_history/r0/logs/claude_model_connection_test/fable/stream.jsonl
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/_history/r0/logs/claude_model_connection_test/sonnet/,P/01/06/_history/r0/logs/claude_model_connection_test/sonnet/
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/_history/r0/logs/claude_model_connection_test/sonnet/stderr.txt,P/01/06/_history/r0/logs/claude_model_connection_test/sonnet/stderr.txt
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/_history/r0/logs/claude_model_connection_test/sonnet/prompt.txt,P/01/06/_history/r0/logs/claude_model_connection_test/sonnet/prompt.txt
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/_history/r0/logs/claude_model_connection_test/sonnet/claude_arguments.json,P/01/06/_history/r0/logs/claude_model_connection_test/sonnet/claude_arguments.json
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/_history/r0/logs/claude_model_connection_test/sonnet/stream.jsonl,P/01/06/_history/r0/logs/claude_model_connection_test/sonnet/stream.jsonl
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/_history/r0/logs/.gitkeep,P/01/06/_history/r0/logs/.gitkeep
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/_history/r0/README.md,P/01/06/_history/r0/README.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/prompts/,P/01/06/prompts/
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/prompts/70_redteam.md,P/01/06/prompts/70_redteam.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/prompts/30_manuscript.md,P/01/06/prompts/30_manuscript.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/prompts/40_experiment.md,P/01/06/prompts/40_experiment.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/prompts/50_patent.md,P/01/06/prompts/50_patent.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/prompts/80_synthesis.md,P/01/06/prompts/80_synthesis.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/prompts/00_inventory.md,P/01/06/prompts/00_inventory.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/prompts/10b_literature_fusion.md,P/01/06/prompts/10b_literature_fusion.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/prompts/_shared_system.md,P/01/06/prompts/_shared_system.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/prompts/10c_literature_methods.md,P/01/06/prompts/10c_literature_methods.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/prompts/10a_literature_gan.md,P/01/06/prompts/10a_literature_gan.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/prompts/60_timeline.md,P/01/06/prompts/60_timeline.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/prompts/10d_literature_merge.md,P/01/06/prompts/10d_literature_merge.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/prompts/20_direction.md,P/01/06/prompts/20_direction.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/,P/01/06/outputs/
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/00_REQUIREMENTS_TRACE.csv,P/01/06/outputs/00_REQUIREMENTS_TRACE.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/FINAL_EXECUTIVE_STRATEGY.md,P/01/06/outputs/FINAL_EXECUTIVE_STRATEGY.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/04_DATA_ANALYSIS_PLAN.md,P/01/06/outputs/04_DATA_ANALYSIS_PLAN.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/00_CLAIM_BASELINE.csv,P/01/06/outputs/00_CLAIM_BASELINE.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/00_CONFLICT_LEDGER.md,P/01/06/outputs/00_CONFLICT_LEDGER.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/03_MANUSCRIPT_DIAGNOSIS.md,P/01/06/outputs/03_MANUSCRIPT_DIAGNOSIS.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/FINAL_DELIVERABLE_INDEX.md,P/01/06/outputs/FINAL_DELIVERABLE_INDEX.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/05_CANDIDATE_PROTECTABLE_CONCEPTS.md,P/01/06/outputs/05_CANDIDATE_PROTECTABLE_CONCEPTS.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/06_STARTUP_READINESS.md,P/01/06/outputs/06_STARTUP_READINESS.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/06_ADVISOR_MEETING_BRIEF.md,P/01/06/outputs/06_ADVISOR_MEETING_BRIEF.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/02_RESEARCH_DIRECTION_DECISION.md,P/01/06/outputs/02_RESEARCH_DIRECTION_DECISION.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/FINAL_ACTION_PLAN.md,P/01/06/outputs/FINAL_ACTION_PLAN.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/FINAL_AUDIT.md,P/01/06/outputs/FINAL_AUDIT.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/04_HSX_EXPERIMENT_PLAN.md,P/01/06/outputs/04_HSX_EXPERIMENT_PLAN.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/05_DISCLOSURE_HOLD_CHECKLIST.md,P/01/06/outputs/05_DISCLOSURE_HOLD_CHECKLIST.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/07_CORRECTION_LOG.md,P/01/06/outputs/07_CORRECTION_LOG.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/05_PRIOR_ART_LEDGER.csv,P/01/06/outputs/05_PRIOR_ART_LEDGER.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/00_INPUT_INVENTORY.md,P/01/06/outputs/00_INPUT_INVENTORY.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/03_PUBLICATION_ROUTE_DECISION.md,P/01/06/outputs/03_PUBLICATION_ROUTE_DECISION.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/01_SOURCE_LEDGER.csv,P/01/06/outputs/01_SOURCE_LEDGER.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/07_SOURCE_AUDIT.csv,P/01/06/outputs/07_SOURCE_AUDIT.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/03_REVIEWER_RESPONSE_MATRIX.csv,P/01/06/outputs/03_REVIEWER_RESPONSE_MATRIX.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/04_MEASUREMENT_REQUIREMENTS.csv,P/01/06/outputs/04_MEASUREMENT_REQUIREMENTS.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/01_EVIDENCE_MAP.csv,P/01/06/outputs/01_EVIDENCE_MAP.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/04_UNCERTAINTY_AND_STATISTICS_PLAN.md,P/01/06/outputs/04_UNCERTAINTY_AND_STATISTICS_PLAN.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/06_MILESTONES.csv,P/01/06/outputs/06_MILESTONES.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/02_DIRECTION_SCORECARD.csv,P/01/06/outputs/02_DIRECTION_SCORECARD.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/06_24_MONTH_PHD_ROADMAP.md,P/01/06/outputs/06_24_MONTH_PHD_ROADMAP.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/07_RED_TEAM.md,P/01/06/outputs/07_RED_TEAM.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/01_SOURCE_COVERAGE.md,P/01/06/outputs/01_SOURCE_COVERAGE.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/.gitkeep,P/01/06/outputs/.gitkeep
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/outputs/01_LITERATURE_REVIEW.md,P/01/06/outputs/01_LITERATURE_REVIEW.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/OFFICIAL_SETUP_REFERENCES.md,P/01/06/OFFICIAL_SETUP_REFERENCES.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/RUN_PHD_RESEARCH.ps1,P/01/06/RUN_PHD_RESEARCH.ps1
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/MISSION.md,P/01/06/MISSION.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/SOURCE_POLICY.md,P/01/06/SOURCE_POLICY.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/.claude/,P/01/06/.claude/
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/.claude/settings.json,P/01/06/.claude/settings.json
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/evidence/,P/01/06/evidence/
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/evidence/10C_SYNTHESIS.md,P/01/06/evidence/10C_SYNTHESIS.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/evidence/10A_GAN_WBG_SOURCES.csv,P/01/06/evidence/10A_GAN_WBG_SOURCES.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/evidence/10A_SYNTHESIS.md,P/01/06/evidence/10A_SYNTHESIS.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/evidence/10B_SYNTHESIS.md,P/01/06/evidence/10B_SYNTHESIS.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/evidence/10C_METHODS_SOURCES.csv,P/01/06/evidence/10C_METHODS_SOURCES.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/evidence/10B_FUSION_DIAGNOSTICS_SOURCES.csv,P/01/06/evidence/10B_FUSION_DIAGNOSTICS_SOURCES.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/evidence/.gitkeep,P/01/06/evidence/.gitkeep
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/,P/01/06/state/
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/attempts/,P/01/06/state/attempts/
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/attempts/50_patent.json,P/01/06/state/attempts/50_patent.json
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/attempts/80_synthesis.json,P/01/06/state/attempts/80_synthesis.json
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/attempts/60_timeline.json,P/01/06/state/attempts/60_timeline.json
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/attempts/10a_literature_gan.json,P/01/06/state/attempts/10a_literature_gan.json
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/attempts/10b_literature_fusion.json,P/01/06/state/attempts/10b_literature_fusion.json
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/attempts/70_redteam.json,P/01/06/state/attempts/70_redteam.json
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/attempts/10d_literature_merge.json,P/01/06/state/attempts/10d_literature_merge.json
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/attempts/30_manuscript.json,P/01/06/state/attempts/30_manuscript.json
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/attempts/40_experiment.json,P/01/06/state/attempts/40_experiment.json
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/attempts/10c_literature_methods.json,P/01/06/state/attempts/10c_literature_methods.json
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/attempts/20_direction.json,P/01/06/state/attempts/20_direction.json
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/attempts/00_inventory.json,P/01/06/state/attempts/00_inventory.json
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/attempts/.gitkeep,P/01/06/state/attempts/.gitkeep
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/CHATGPT_HANDOFF.md,P/01/06/state/CHATGPT_HANDOFF.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/tools/,P/01/06/state/tools/
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/tools/70_audit_crossrefs.py,P/01/06/state/tools/70_audit_crossrefs.py
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/tools/60_validate.py,P/01/06/state/tools/60_validate.py
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/tools/20_validate.py,P/01/06/state/tools/20_validate.py
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/tools/10d_check_citations.py,P/01/06/state/tools/10d_check_citations.py
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/tools/30_validate.py,P/01/06/state/tools/30_validate.py
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/tools/10d_id_map.csv,P/01/06/state/tools/10d_id_map.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/tools/40_validate.py,P/01/06/state/tools/40_validate.py
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/tools/10d_validate.py,P/01/06/state/tools/10d_validate.py
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/tools/70_write_source_audit.py,P/01/06/state/tools/70_write_source_audit.py
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/tools/70_sample_report.json,P/01/06/state/tools/70_sample_report.json
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/tools/50_validate.py,P/01/06/state/tools/50_validate.py
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/tools/10d_merge.py,P/01/06/state/tools/10d_merge.py
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/tools/10d_dedup_analysis.py,P/01/06/state/tools/10d_dedup_analysis.py
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/tools/70_sample_verify.py,P/01/06/state/tools/70_sample_verify.py
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/tools/70_workdir/,P/01/06/state/tools/70_workdir/
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/tools/70_workdir/regular_lsens/,P/01/06/state/tools/70_workdir/regular_lsens/
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/tools/70_workdir/regular_lsens/regular_lsens.tex,P/01/06/state/tools/70_workdir/regular_lsens/regular_lsens.tex
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/tools/10d_write_evidence_map.py,P/01/06/state/tools/10d_write_evidence_map.py
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/tools/60_build_milestones.py,P/01/06/state/tools/60_build_milestones.py
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/tools/70_audit_ledger.py,P/01/06/state/tools/70_audit_ledger.py
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/PROJECT_STATE.md,P/01/06/state/PROJECT_STATE.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/receipts/,P/01/06/state/receipts/
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/receipts/.gitkeep,P/01/06/state/receipts/.gitkeep
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/generated_prompts/,P/01/06/state/generated_prompts/
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/generated_prompts/80_synthesis_attempt_1_cycle_0_2026-07-24_231243_734.md,P/01/06/state/generated_prompts/80_synthesis_attempt_1_cycle_0_2026-07-24_231243_734.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/generated_prompts/10a_literature_gan_attempt_1_cycle_0_2026-07-24_231243_734.md,P/01/06/state/generated_prompts/10a_literature_gan_attempt_1_cycle_0_2026-07-24_231243_734.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/generated_prompts/20_direction_attempt_1_cycle_0_2026-07-24_231243_734.md,P/01/06/state/generated_prompts/20_direction_attempt_1_cycle_0_2026-07-24_231243_734.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/generated_prompts/40_experiment_attempt_1_cycle_0_2026-07-24_231243_734.md,P/01/06/state/generated_prompts/40_experiment_attempt_1_cycle_0_2026-07-24_231243_734.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/generated_prompts/10d_literature_merge_attempt_1_cycle_0_2026-07-24_231243_734.md,P/01/06/state/generated_prompts/10d_literature_merge_attempt_1_cycle_0_2026-07-24_231243_734.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/generated_prompts/50_patent_attempt_1_cycle_0_2026-07-24_231243_734.md,P/01/06/state/generated_prompts/50_patent_attempt_1_cycle_0_2026-07-24_231243_734.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/generated_prompts/70_redteam_attempt_1_cycle_0_2026-07-24_231243_734.md,P/01/06/state/generated_prompts/70_redteam_attempt_1_cycle_0_2026-07-24_231243_734.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/generated_prompts/60_timeline_attempt_1_cycle_0_2026-07-24_231243_734.md,P/01/06/state/generated_prompts/60_timeline_attempt_1_cycle_0_2026-07-24_231243_734.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/generated_prompts/10b_literature_fusion_attempt_1_cycle_0_2026-07-24_231243_734.md,P/01/06/state/generated_prompts/10b_literature_fusion_attempt_1_cycle_0_2026-07-24_231243_734.md
PHD_HYBRID_2026-07-27/01_PhD_Research/06_PhD_Strategy_and_HSX_Publication_2026-07/state/generated_prompts/30_manuscript_attempt_1_cycle_0_2026-07-24_231243_734.md,P/01/06/state/generated_prompts/30_manuscript_attempt_1_cycle_0_2026-07-24_231243_734.md
