uid,canonical_key,title,authors_or_org,publisher,year,date,source_type,tier,language,geography,url,doi,arxiv_id,patent_number,jurisdiction,assignee,verification,access_level,peer_review_status,accepted,first_accessed,last_accessed,projects,used_in,n_occurrences,claim_supported,notes
Sfddae105db8a,url:tepco.co.jp/pg/consignment/notification/pdf/keitou_renkei20230401.pdf,"系統連系技術要件 (Grid Interconnection Technical Requirements), effective April 2023","Tokyo Electric Power Company Power Grid, Inc. (TEPCO Power Grid)",,2023,,government,T1,ja,JP,https://www.tepco.co.jp/pg/consignment/notification/pdf/keitou_renkei20230401.pdf,,,,,,not_fetched,,not_applicable,False,2026-07-12T20:09:00Z,2026-07-12T21:50:00Z,06_Frontier_Idea_Research_2026-07,L08,6,"TEPCO Power Grid's mandatory grid-interconnection technical requirements document (effective April 1, 2023, per its filename/title), governing technical conditions for connecting generation/storage assets to the TEPCO service-territory grid.","Japanese-language primary regulatory/utility document; direct fetch blocked (403) this session. As a regulated monopoly grid operator publishing mandatory interconnection rules, TEPCO PG functions in a quasi-regulator capacity for this document -- flagged for verifier to confirm DC/HVDC-specific content, which was not readable this session. | Japanese-language primary regulatory/utility document whose existence is plausible from the URL/filename but whose DC/HVDC-specific content remains unconfirmed; flag for retry via an alternate access route (e.g., cached/mirrored copy or Japanese-language search of the document's actual text)."
S0e1564a5019b,url:nnsa.mee.gov.cn/ywdt/hyzx/202505/t20250507_1118989.html,"紧凑型聚变实验装置(BEST)工程总装正式启动 (BEST compact fusion device assembly starts, Hefei)",,国家核安全局 National Nuclear Safety Administration,2025,2025-05-07,government,T2,zh,,https://nnsa.mee.gov.cn/ywdt/hyzx/202505/t20250507_1118989.html,,,,,,fetched,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07 | 03_C12_C10_Strategy_IP_2026-07,02_MERGED_FULL_RANKING | DD-C12-09 | DD_C12 | INCUMBENTS,6,,
Se78539ccf0b3,url:ccs.org.cn/ccswz/articledetail?columnid=201900002000000398&id=202601060114611630,"船舶应用电池动力规范 2025年版 (Rules for Battery-Powered Ships, 2025 edition)",中国船级社 China Classification Society (CCS),,2025,,standards,T1,zh,CN,https://www.ccs.org.cn/ccswz/articleDetail?id=202601060114611630&columnId=201900002000000398,,,,,,fetched,,not_applicable,False,2026-07-12T19:16:00Z,2026-07-12T19:16:00Z,06_Frontier_Idea_Research_2026-07,L10 | P3R2-F-12,6,"China Classification Society's 2025-edition 'Rules for Battery-Powered Ships' (effective 31 Dec 2025, superseding the 2023 version and 2024 amendments) governs design/construction/inspection of vessels using rechargeable batteries as part or all of propulsion power, adding digital inspection verification, shore-based monitoring platforms, containerized mobile power source inspection, automated system specs, and online monitoring data-exchange protocols.",Official classification-society (standards-body) page fetched successfully this session in Chinese; effective date and scope confirmed directly. | Official classification-society (standards-body) page fetched successfully by scout in Chinese. Not independently re-verified this session; carried forward unchanged.
S7ceac3351ef9,url:4g.stockstar.com/detail/rb2025052700011487,"英杰电气：公司直接参与核聚变项目所需设备的电源配套 (Injet Electric: direct power-supply participation in HL-3, EAST, BEST, Tianfu projects)",,证券之星,2025,2025-05-27,other,T3,zh,,https://4g.stockstar.com/detail/RB2025052700011487,,,,,,fetched,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07 | 03_C12_C10_Strategy_IP_2026-07,DD-C10-26 | DD_C10 | Injet Electric full fusion power-supply line (magnet | RT-C10-06 | auxiliary) | control | heating,6,,
Sd936b4b67256,doi:10.12096/j.2096-4528.pgt.22079,超临界二氧化碳布雷顿循环控制策略研究综述 (Review of Control Strategies for the Supercritical CO2 Brayton Cycle),Power Generation Technology (发电技术) journal authors,,2023,,academic,T2,zh,CN,https://www.pgtjournal.com/CN/10.12096/j.2096-4528.pgt.22079,10.12096/j.2096-4528.pgt.22079,,,,,fetched,,verified,False,2026-07-12T09:48:00Z,2026-07-12T11:42:00Z,06_Frontier_Idea_Research_2026-07,L04,6,"Chinese peer-reviewed review specifically covering control-system strategies for sCO2 Brayton-cycle power plants, directly relevant to turbomachinery-controls scope of this lane.","Found via Chinese-language query; DOI shown directly in the article URL path. | Same DOI-redirect verification pattern used for L04-003 in the raw ledger (a documented, standards-consistent approach for confirming a DOI is real when the publisher page itself blocks fetches). Review article, T2."
S7739a58ffd4a,url:fujielectric.co.jp/company/jihou_archives/pdf/72-10/fej-72-10-566-1999.pdf,超電導電流リード技術 (Superconducting current lead technology),"Fuji Electric Co., Ltd. (Fuji Electric Journal / 富士電機技報)",,1999,,industry,T2,ja,JP,https://www.fujielectric.co.jp/company/jihou_archives/pdf/72-10/FEJ-72-10-566-1999.pdf,,,,,,not_fetched,,not_applicable,False,2026-07-12T16:00:00Z,2026-07-12T18:30:00Z,06_Frontier_Idea_Research_2026-07,L03,6,,"Japanese vendor technical report on superconducting current lead technology, found via local-language (Japanese) query; content not independently verified beyond title/journal metadata. | Content could not be independently confirmed as readable text in two separate sessions (scout + verifier). Rejected per verifier brief instruction to reject accepted-track records that fail every fetch route."
Sd273de7f8747,url:der.tsinghuajournals.com/article/2019/2096-2185/101427tk-2019-4-008.shtml,高温超导磁储能监控与保护系统设计 (Design of monitoring and protection system for HTS SMES),,分布式能源 Distributed Energy (Tsinghua journal),2019,2019,other,T1,zh,,http://der.tsinghuajournals.com/article/2019/2096-2185/101427TK-2019-4-008.shtml,,,,,,snippet,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07 | 03_C12_C10_Strategy_IP_2026-07,02_MERGED_FULL_RANKING | DD-C11-24 | DD_C11 | INCUMBENTS,6,,
Sd43d2d4762d7,url:m.jiemian.com/article/11818667.html,高温超导磁控设备望迎非线性增长 联创光电单独增资联创超导 (HTS Magnetic-Control Equipment Set for Nonlinear Growth as Liannovation Photoelectric Separately Increases Capital in Liannovation Superconductor),,界面新闻 Jiemian News,2024,2024-10,other,T3,zh,,https://m.jiemian.com/article/11818667.html,,,,,,fetched,,,,2026-07-02,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07 | 03_C12_C10_Strategy_IP_2026-07,C18 | D04 | D04-13 | DD-C11-18 | DD_C11,6,,
S76ba552c36e3,doi:10.11884/hplpb202436.240031,高精度固态调制器绝缘栅双极晶体管驱动电路 (Insulated Gate Bipolar Transistor Drive Circuit of High Pulse Repetition Precision Solid State Modulator),Shi Xiuqian; He Dayong; Li Fei; Gan Nan; Mou Yajie; Li Jingyi,,2024,,academic,T1,zh,CN,https://www.hplpb.com.cn/cn/article/doi/10.11884/HPLPB202436.240031,10.11884/hplpb202436.240031,,,,,fetched,,verified,False,2026-07-12T09:37:00Z,2026-07-12T12:28:00Z,06_Frontier_Idea_Research_2026-07,L05,6,"Presents a high-precision IGBT gate-drive circuit design for solid-state pulsed-power modulators (accelerator/klystron-modulator application), published in High Power Laser and Particle Beams (强激光与粒子束), vol. 36, no. 6 (2024). Page confirmed peer-reviewed (abstract, 25-citation reference list, review-policy/editorial-board features present).","PDF located at two mirrored publisher-affiliated URLs (cpsjournals.cn preview and researching.cn); DOI consistent across both. Not independently full-text fetched this session (title/authors read from filename/URL metadata). | Fetched and confirmed directly this session (previously only located via mirror URL, not fetched). Minor author-name normalization difference vs. scout's record ('Mou Yajie' vs. fetched-page 'Mu Yajie') -- fetched-page spelling used as authoritative."
S48427c51e98b,url:scienceon.kisti.re.kr/srch/selectporsrchreport.do?cn=trko200800068965,고온용 SiC CMOS 소자 기술 연구 (Study of the SiC CMOS device technology for high temperature applications),"Park Geun-hyung (PI), Lee Hyung-gyu, Kim Young-seok, Kim Ki-ho (Chungbuk National University); funded by Korea Science and Engineering Foundation, Ministry of Science and Technology",,2003,,government,T1,ko,KR,https://scienceon.kisti.re.kr/srch/selectPORSrchReport.do?cn=TRKO200800068965,,,,,,fetched,,not_applicable,False,2026-07-12T20:40:00Z,2026-07-12T22:00:00Z,06_Frontier_Idea_Research_2026-07,L15,6,"Korea Science and Engineering Foundation-funded project (2002-2003) reports the first domestically fabricated Korean SiC NMOS and PMOS devices and basic logic-circuit libraries (inverters, NAND, NOR); n-channel threshold voltage fell from 7.8V at room temperature to 5.4V at 250C, attributed to SiC-SiO2 interface charge density; peak carrier mobility 36.3 cm2/V-s (NMOS) at 200C, minimum contact resistance 1.3x10^-3 ohm-cm^2 using molybdenum contacts; demonstrated inverter/NAND/NOR logic circuits.","Official Korean government science-report repository (KISTI) fetched directly this session; a 2003 program (predating this lane's other Korean record, the 2025 Aerospace/MDPI paper) providing a KR local-language primary source with concrete device numbers. | Verifier independently re-fetched the official Korean government science-report repository (KISTI) this session, confirming title, authors, funding organization, and key numeric findings match (and adding the molybdenum-contact-resistance detail). A 2003 program providing a KR local-language primary source with concrete device numbers."
Sb5ee06b8d693,url:dbpia.co.kr/journal/articledetail?nodeid=node12157543,레이저 위상배열 초음파를 이용한 용접 공정 중 비파괴검사 방법 (Nondestructive Testing Method During Welding Using Laser Phased-Array Ultrasound),Unconfirmed authors (Korean Society for Nondestructive Testing / Korean Society of Mechanical Engineers conference proceedings),,2025,,academic,T2,ko,KR,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE12157543,,,,,,fetched,,not_applicable,False,2026-07-12T10:21:00Z,2026-07-12T15:28:00Z,06_Frontier_Idea_Research_2026-07,L16,6,"Korean-language paper on using laser-generated phased-array ultrasound for in-process, non-contact non-destructive testing during welding -- a next-generation variant of PAUT relevant to automated weld-quality inspection.","Venue type is ambiguous this session: search results simultaneously described this as appearing in '비파괴검사학회지' (Journal of the Korean Society for Nondestructive Testing) and as a 대한기계학회 (KSME) conference proceeding. Tier set to T2 (not T1) pending verifier confirmation of whether this is a full peer-reviewed journal article or a conference proceeding; do not upgrade without confirming venue. | Scout flagged this venue as ambiguous (journal vs. proceedings) and correctly declined to upgrade; verifier's direct fetch resolved the ambiguity in favor of 'proceedings abstract,' confirming the scout's caution was warranted. Full author list confirmed: Kang To, Han Sun-woo, Kim Kyung-mo, Kim Hun-hee; affiliations Korea Atomic Energy Research Institute and Doosan Enerbility."
S0d7c1f0cf93e,url:thelec.kr/news/articleview.html?idxno=57234,"마이크로칩, AI데이터센터 SST용 3.3kV SiC 모듈 공급 (Microchip Supplies 3.3kV SiC Module for AI Data Center SST)","THE ELEC, reporting on Microchip Technology",,2026,,news,T2,ko,KR | US,https://www.thelec.kr/news/articleView.html?idxno=57234,,,,,,fetched,,not_applicable,False,2026-07-12T18:05:30Z,2026-07-12T18:05:30Z,06_Frontier_Idea_Research_2026-07,L02,6,"Microchip announced (2026-05-29, reported 2026-05-26 local time per article) market supply of its '3.3kV HV-D3 mSiC' power module for AI data center solid-state-transformer applications, roughly halving device count versus prior ~1.2kV SiC parts; also applicable to medium-voltage motor drives. Customer names undisclosed.",Directly fetched (Korean-language). Local-language (Korean) primary-adjacent trade coverage found via Korean-language query. Customer explicitly undisclosed per the article text. | demand_evidence_type corrected to 'none': article explicitly states customer names are undisclosed. Directly fetched by scout (Korean).
S7966a17a08b9,url:cbci.co.kr/news/articleview.html?idxno=582691,삼성E&A·한성크린텍 평택 P5 Ph1 초순수 복합동 설비공사 A 계약체결 (Hansung Clean Tech / Samsung E&A Pyeongtaek P5 Phase 1 ultra-pure-water facility construction contract),Hansung Clean Tech; counterparty Samsung E&A,,2026,,company,T1,ko,KR,https://www.cbci.co.kr/news/articleView.html?idxno=582691,,,,,,fetched,,not_applicable,False,2026-07-12T17:46:00Z,2026-07-12T19:45:00Z,06_Frontier_Idea_Research_2026-07,L07,6,"Hansung Clean Tech signed a contract with Samsung E&A for the 'Pyeongtaek P5 Ph1 ultra-pure water complex facility construction work A', disclosed as 11.09% of the company's prior-year revenue, running June 17, 2026-July 31, 2027 (~13 months). VALUE FIGURE FLAGGED: raw ledger states KRW 22.17775 billion (~USD 16M); this session's re-fetch returned '221.7775 billion won' (~USD 160M) for the same disclosure -- an order-of-magnitude discrepancy likely reflecting a decimal/unit misread by automated text extraction on one of the two passes, not independently resolved this session.","This is a mandatory Korean corporate disclosure (single-supply-contract disclosure), i.e., closer to a regulatory filing than ordinary trade press. | Given the 11.09%-of-prior-year-revenue disclosure is consistent in both passes, and a ~USD 16M contract implies a more plausible prior-year revenue (~USD 144M) for a company this size than a ~USD 160M contract would (implying ~USD 1.4B prior-year revenue, implausible for this issuer), the original ledger figure (KRW 22.18B) is judged more likely correct, but this is not independently confirmed against the primary Korean Exchange disclosure filing itself. Flagged for the next pass to resolve by checking the original KRX disclosure (DART) directly rather than a news aggregator."
S620498637982,url:irsglobal.com/bbs/rwdboard/28126,전력반도체: SiC 화합물반도체 시장 동향과 전망 (Power Semiconductors: SiC Compound Semiconductor Market Trends and Outlook),IRS Global (Korean market research firm),,2025,,industry,T2,ko,KR,https://www.irsglobal.com/bbs/rwdboard/28126,,,,,,fetched,,not_applicable,False,2026-07-12T18:42:00Z,2026-07-12T19:20:00Z,06_Frontier_Idea_Research_2026-07,L02,6,"Korean market report (IRS Global) on SiC compound power semiconductor market trends. This session's fetch confirms 2023 company-level global SiC market share: STMicroelectronics 32.6%, onsemi 23.6%, Infineon Technologies 16.5% (top 5 firms ~91.9% combined), plus discussion of EV/AI-data-center applications and government support policies by country. NOTE: the specific country-level share figures originally cited by the scout (EU 54%/US 28%/Japan 13%/Korea ~2%) were NOT located in this session's fetch of the same page -- flagged as unconfirmed pending re-verification.","Local-language (Korean) primary market-research source found via Korean-language query; not fetched directly this session (summarized via WebSearch synthesis). | Local-language (Korean) source confirmed live and fetched this session. Company-level 2023 SiC market-share figures verified directly; scout's original country-level breakdown could not be corroborated this session and has been flagged, not asserted as fact."
Saf2923b71f52,url:dbpia.co.kr/journal/articledetail?nodeid=node11193418,정지궤도위성의 완전 전기추진시스템 적용방안 연구 (Study on Application of Fully Electric Propulsion System for Geostationary Satellites),"Choi Jae-Dong, Park Bong-Kyu (Korea Aerospace Research Institute, KARI)",,2022,,academic,T1,ko,KR,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11193418,,,,,,fetched,,verified,False,2026-07-12T19:52:00Z,2026-07-12T22:22:00Z,06_Frontier_Idea_Research_2026-07,L09,6,"Analyzes design considerations for applying a fully electric propulsion system (replacing chemical propulsion) on GEO satellites, finding payload capacity could increase ~40%, while flagging operational constraints: contamination effects, radiation-driven component placement, and floating-ground design requirements for the high-voltage control unit.","DBpia abstract/detail page fetched successfully this session; no DOI was displayed on the page, so canonical_key falls back to title-year per SOURCE_STANDARDS priority order. | VERIFIED: DBpia abstract/detail page fetched directly in scout session; no DOI displayed, canonical_key falls back to title-year per SOURCE_STANDARDS priority order (unchanged). Peer-review status upgraded to verified this session: confirmed via KCI (Korea Citation Index) portal that this journal is 'KCI 등재' (KCI-registered) since Jan 2017 with tracked Impact Factor and ~970 published papers -- KCI registration requires an established peer-review process, providing indexing-based peer-review evidence."
Scec81cea8b9e,url:kaeri.re.kr/board/view?linkid=12154&menuid=menu00326,"초임계 이산화탄소 발전 시스템, 국내 최초 '분기점' 달성 (Supercritical CO2 Power Generation System Achieves Korea's First 'Break-Even Point')",Korea Atomic Energy Research Institute (KAERI),,2024,,academic,T1,ko,KR,https://kaeri.re.kr/board/view?menuId=MENU00326&linkId=12154,,,,,,fetched,,not_applicable,False,2026-07-12T10:00:00Z,2026-07-12T10:00:00Z,06_Frontier_Idea_Research_2026-07,L04,6,"KAERI, with consortium partners Jinsol Turbo Machinery, KAIST, and POSTECH, achieved a 100 kW sCO2 power-generation 'break-even point' (output power exceeding input power) in April 2024, reported 2024-10-23 -- Korea's first such demonstration, compact to 1/10-1/20 the size of comparable steam systems.",Directly fetched via Korean-language query; primary Korean national-lab demonstration record with named industry/academic consortium partners. | Directly fetched by scout via Korean-language query; primary Korean national-lab demonstration record with named industry/academic consortium partners. Retained as-is.
Sd2ef633855e5,url:kci.go.kr/kciportal/ci/serearticlesearch/cisereartiview.kci?serearticlesearchbean.artiid=art002338260,초임계 이산화탄소 발전을 위한 충동형 축류 터빈 개발 (Development/Design of an Impulse-Type Axial Turbine for Supercritical CO2 Power Generation),"Shin, H.; Cho, J.; Cho, J.; Ra, H.-S.; Choi, B.; Roh, C.; Lee, B.; Lee, G.-B.; Baik, Y.J.; Kang, Y.S.; Huh, J.S. (Korea Institute of Energy Research; Transactions of the KSME, B)",,2018,,academic,T1,ko,KR,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002338260,,,,,,fetched,,verified,False,2026-07-12T09:42:00Z,2026-07-12T11:36:00Z,06_Frontier_Idea_Research_2026-07,L04 | P3R2-F-03,6,"Korea Institute of Energy Research (KIER)-developed axial impulse turbine applied to an sCO2 power cycle achieved 45-minute continuous operation producing up to 11 kWe at inlet conditions of max 100 bar / 205C. Transactions of the KSME B, Vol.42 No.5, pp.379-385 (2018), ISSN 1226-4881.","Found via Korean-language query; KCI page did not surface a DOI directly, though the journal (KSME Transactions B) is a recognized peer-reviewed Korean mechanical-engineering journal. | KCI explicitly designates this journal record as peer-reviewed indexed (KCI 등재); no DOI available but KCI stable record ID serves as the stable publisher identifier per source standards. T1 primary technical paper."
S9fb98ad52910,url:news.nate.com/view/20260519n18186,"한성크린텍, 삼성·DB하이텍 반도체 수처리 공정 EPC 310억 수주 (Hansung Clean Tech wins KRW 31 billion water-treatment EPC order from Samsung and DB HiTek)",Hansung Clean Tech; counterparties Samsung Electronics and DB HiTek,,2026,,company,T1,ko,KR,https://news.nate.com/view/20260519n18186,,,,,,fetched,,not_applicable,False,2026-07-12T17:47:00Z,2026-07-12T19:46:00Z,06_Frontier_Idea_Research_2026-07,L07,6,"Hansung Clean Tech disclosed a combined ~KRW 31 billion (~USD 22M) ultra-pure-water EPC order from Samsung Electronics (P5 project) and DB HiTek, ~155 EPC equipment units per project, publicly attributed to AI/HBM-driven fab investment and to addressing defects in existing P5 work; published 2026-05-19.","A second, related Hansung Clean Tech contract disclosure (~KRW 8B, described elsewhere as a Samsung-only Pyeongtaek water-treatment order) appeared in the same search results; not included separately here to avoid likely duplication risk, but flagged for the verifier to check. | No discrepancy found on this record (unlike L07-046); value figure independently confirmed via direct fetch this session."
Sd1bdebd7f8b1,url:finance.sina.com.cn/wm/2026-04-10/doc-inhtzhua5109905.shtml,"""十五五"" Power Processing Unit (PPU) Industry In-Depth Research and Trend Report",Sina Finance (industry report syndication),,2026,,industry,T3,zh,CN,http://finance.sina.com.cn/wm/2026-04-10/doc-inhtzhua5109905.shtml,,,,,,fetched,,not_applicable,True,2026-07-13T09:30:00Z,2026-07-13T09:30:00Z,06_Frontier_Idea_Research_2026-07,L09 | P3R2-A-13,5,"China's PPU sector: state institutes (CASC 502 Institute, Shanghai Institute of Space Power Sources) plus private firms (Aozhan/Aotian Technology, Starchain Space, Yidong Aerospace); ""core high-voltage power devices and control chips remain import-dependent.""",China competitor landscape for CN verdict: CN PPU industry is real but state-led and import-dependent on core devices; no evidence of CN firms competing for US/allied buyers (export-controlled market separation holds both ways).
S61d14ebe5bc8,url:ieeexplore.ieee.org/document/9128223,"'Gate-oxide reliability and failure-rate reduction of industrial SiC MOSFETs' (Infineon), IEEE IRPS 2020",,IEEE Xplore,2020,2020,academic,T1,en,,https://ieeexplore.ieee.org/document/9128223/,,,,,,snippet,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,02_MERGED_FULL_RANKING | DD-C21-04 | DD_C21 | INCUMBENTS,5,,
S68f46ea62cc3,url:utilitydive.com/news/rogue-communication-devices-found-on-chinese-made-solar-power-inverters/748242,'Rogue' communication devices found on Chinese-made solar power inverters,Utility Dive (Industry Dive),,2025,,news,T2,en,US,https://www.utilitydive.com/news/rogue-communication-devices-found-on-chinese-made-solar-power-inverters/748242/,,,,,,fetched,,not_applicable,True,2026-07-13T00:00:00Z,2026-07-13T00:00:00Z,06_Frontier_Idea_Research_2026-07,L02 | P3R2-C-21,5,"Reuters-sourced reporting (published 2025-05-15) names Huawei Technologies (""the largest maker"") and Sungrow among Chinese inverter/battery manufacturers whose equipment has been found, per two unnamed US energy officials, to contain undocumented communication devices/cellular radios capable of circumventing utility firewalls; notes the US federal government has prohibited Huawei inverters/infrastructure equipment since 2019; a Nov 2024 incident saw Chinese-made solar inverters in the US and elsewhere remotely disabled from China.",Directly names Sungrow (one of C-21's CN named buyer/incumbent ecosystem) alongside Huawei in an active US national-security scrutiny episode; strengthens both (a) the case that C-21's CN leg must remain license-out only and (b) that de-risking from Chinese inverter/BESS suppliers is an active US buyer tailwind for a non-Chinese direct-DC vendor.
Sbfbad5e872ba,url:news.qq.com/rain/a/20260311a03hmg00,"2.07亿！国产化万卡智算大单，阿里拿下 (RMB 207M: Alibaba wins the domestic 10,000-card intelligent computing pool order) — China Telecom Guangdong Phase 2 tender","China Telecom Group Co., Ltd. Guangdong Branch (buyer); reported by Tencent News / ZAKER",,2026,,news,T2,zh,CN,https://news.qq.com/rain/a/20260311A03HMG00,,,,,,fetched,,not_applicable,True,2026-07-13T00:00:00Z,2026-07-13T00:00:00Z,06_Frontier_Idea_Research_2026-07,L02 | L14 | P3R2-B-01,5,"China Telecom Guangdong's 2026 domestic 10,000-card AI compute-pool Phase 2 tender (RMB216M ceiling) awarded to Alibaba Cloud (~RMB207M bid), announced 2026-03-09.",Cross-confirmed against ZAKER/MyZaker mirror with matching figures/dates. Treated as accepted trade-press evidence of AI-compute buildout scale in China rather than cooling-technology-specific demand for B-01's exact mechanism.
S3df2050dca80,url:imo.org/en/ourwork/environment/pages/2023-imo-strategy-on-reduction-of-ghg-emissions-from-ships.aspx,2023 IMO Strategy on Reduction of GHG Emissions from Ships (5–10% zero/near-zero energy by 2030; net-zero ~2050),,International Maritime Organization,2023,2023-07,other,T2,en,,https://www.imo.org/en/OurWork/Environment/Pages/2023-IMO-Strategy-on-Reduction-of-GHG-Emissions-from-Ships.aspx,,,,,,fetched,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,02_MERGED_FULL_RANKING | DD-C01-14 | DD_C01 | INCUMBENTS,5,,
S8fde29e00c61,url:datacenterfrontier.com/hyperscale/article/55340621/2025-data-center-failures-what-outages-revealed-about-resilience-in-the-ai-era,2025 Data Center Failures: What Outages Revealed About Resilience in the AI Era,Data Center Frontier (Endeavor Business Media),,2026,,news,T2,en,US,https://www.datacenterfrontier.com/hyperscale/article/55340621/2025-data-center-failures-what-outages-revealed-about-resilience-in-the-ai-era,,,,,,fetched,,not_applicable,True,2026-07-13T15:50:00Z,2026-07-13T15:50:00Z,06_Frontier_Idea_Research_2026-07,L14 | P3R2-F-19,5,Documents a chiller-plant-failure cooling incident at a CyrusOne-operated Chicago facility (CHI1) during Thanksgiving week 2025 that forced CME Group to halt trading over 10 hours; operator added backup cooling capacity afterward. Not confirmed as DLC-fluid-chemistry-specific (mechanical/chiller failure).,"Partially satisfies the P4-required operator-incident evidence; real, dated, named operator/incident, but not a DLC-coolant-chemistry mechanism specifically -- flagged honestly as a partial, not full, satisfaction."
S78812ca1ba97,url:chyxx.com/industry/1235666.html,"2025年中国超导磁体行业产业链图谱、招投标情况及发展趋势 (China SC magnet industry: ~RMB 92B 2025E, RMB 200B+ 2030E; HTS tape company map; tender data)",,智研咨询 (Zhiyan Consulting),2025,2025,other,T3,zh,,https://www.chyxx.com/industry/1235666.html,,,,,,fetched,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07 | 03_C12_C10_Strategy_IP_2026-07,DD-C33-14 | DD_C33,5,,
Sf9d8023cfe29,url:chyxx.com/industry/1203125.html,2025年全球及中国质子治疗装备行业发展现状、竞争格局及发展前景分析 / 2025 global & China proton therapy equipment industry analysis,,智研咨询 (ChyXX Research),2025,2025,other,T3,zh,,https://www.chyxx.com/industry/1203125.html,,,,,,fetched,,,,2026-07-02,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,C35 | D09 | D09-16 | DD-C35-11 | DD_C35,5,,
Sedd7d30d7dd8,url:hangnian.com/info-69dc68ef5c1c0000570076c2.html,2026年南网电算工程公司数据中心液冷技术及能效调优公开招标项目 (2026 Southern Power Grid Computing Technology Digital Engineering (Guangdong) Data Center Liquid Cooling Technology and Energy Efficiency Optimization Public Tender),"Southern Power Grid Computing Technology Digital Engineering (Guangdong) Co., Ltd. / Southern Power Grid Supply Chain (Guangdong) Co., Ltd.",,2026,,government,T1,zh,CN,https://www.hangnian.com/info-69dc68ef5c1c0000570076c2.html,,,,,,fetched,,not_applicable,True,2026-07-13T00:00:00Z,2026-07-13T00:00:00Z,06_Frontier_Idea_Research_2026-07,L14 | P3R2-B-01,5,"Named CN state-grid-affiliated buyer publicly tendered data-center liquid-cooling and energy-efficiency-optimization equipment/engineering, announced 2026-04-13.","Scope is general liquid-cooling/efficiency retrofit, not two-phase/negative-pressure specific; winning bidder not disclosed in publicly viewable content (membership-gated)."
S632a2e22bfb9,url:ieeexplore.ieee.org/document/1453170,"300 C high temperature magnetics (1.5 kW forward-converter transformer, 600 h at >290°C)",,IEEE Xplore,2005,2005,academic,T1,en,,https://ieeexplore.ieee.org/document/1453170/,,,,,,abstract,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,02_MERGED_FULL_RANKING | DD-C27-09 | DD_C27 | INCUMBENTS,5,,
S7849f0e44a4a,url:ieeexplore.ieee.org/document/1355733,300C ferrite material for high temperature magnetics (IEEE APEC/PESC-era conference paper),,IEEE Xplore,2004,2004,academic,T1,en,,https://ieeexplore.ieee.org/document/1355733/,,,,,,abstract,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,02_MERGED_FULL_RANKING | DD-C27-08 | DD_C27 | INCUMBENTS,5,,
S0f9fe19ce77b,url:electronicspecifier.com/products/power/300v-rad-hard-gan-fet-for-higher-voltage-satellite-power-systems,300V Rad-Hard GaN FET for Higher Voltage Satellite Power Systems (EPC7030MSH),Electronic Specifier (reporting EPC Space product launch),,2025,,company,T3,en,US,https://www.electronicspecifier.com/products/power/300v-rad-hard-gan-fet-for-higher-voltage-satellite-power-systems,,,,,,fetched,,not_applicable,True,2026-07-13T09:35:00Z,2026-07-13T09:35:00Z,06_Frontier_Idea_Research_2026-07,L09 | P3R2-A-13,5,"EPC7030MSH: $349/unit space-qualified, $236/unit engineering-model, at 500-unit quantities; rated 300V at LET=63MeV; two devices support a 5kW power-stage design.",Bottom-up price-signal input for niche arithmetic: device-level BOM cost component for a modular PPU (see evidence file arithmetic).
S98fb82e35f1f,url:law.cornell.edu/cfr/text/31/850.217,31 CFR 850.217 — Notifiable transaction (Outbound Investment Security Program),,Cornell LII (official CFR text),2025,2025,other,T2,en,,https://www.law.cornell.edu/cfr/text/31/850.217,,,,,,fetched,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,02_MERGED_FULL_RANKING | INCUMBENTS | P-02 | POLICY_BRIEF,5,,
Scde6ae768d86,url:law.cornell.edu/cfr/text/31/850.224,31 CFR 850.224 — Prohibited transaction (Outbound Investment Security Program),,Cornell LII (official CFR text),2025,2025,other,T2,en,,https://www.law.cornell.edu/cfr/text/31/850.224,,,,,,fetched,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,02_MERGED_FULL_RANKING | INCUMBENTS | P-01 | POLICY_BRIEF,5,,
